district,month,category,unit_qty,unit_price,unit_total_cost
District 7,March,Office supplies,14,2.04,28.559999
District 7,March,Office supplies,14,2.21,30.940001
District 7,March,Food,12,.23,2.76
District 7,April,Mentors,2,5,10
District 7,April,Office supplies,16,1.8099999,28.959999
District 7,April,Office supplies,4,2.6900001,10.76
District 7,April,Office supplies,4,1.04,4.1599998
District 7,April,Food,10,2.5599999,25.599998
District 7,April,Office supplies,11,1.0599999,11.66
District 7,April,Office supplies,15,.91000003,13.650001
District 7,April,Office supplies,4,2.46,9.8400002
District 7,April,Office supplies,17,.93000001,15.81
District 7,April,Food,7,.40000001,2.8
District 7,April,Office supplies,10,.54000002,5.4000001
District 7,April,Food,8,.14,1.12
District 7,April,Food,12,.91000003,10.92
District 7,April,Food,7,1.5,10.5
District 7,April,Office supplies,19,.80000001,15.2
District 7,April,Office supplies,12,.63999999,7.6799998
District 7,April,Food,6,1.5,9
District 7,April,Food,2,2.98,5.96
District 7,April,Office supplies,6,2.29,13.74
District 7,April,Food,5,.38999999,1.9499999
District 7,April,Food,10,1.72,17.200001
District 7,April,Office supplies,1,.050000001,.050000001
District 7,April,Food,14,.76999998,10.78
District 7,April,Food,6,.92000002,5.52
District 7,April,Office supplies,2,.36000001,.72000003
District 7,May,Mentors,2,5,10
District 7,May,Office supplies,20,.94999999,19
District 7,May,Food,10,1.2,12
District 7,May,Office supplies,4,.07,.28
District 7,May,Food,7,.07,.49000001
District 7,May,Office supplies,15,1.47,22.050001
District 7,May,Office supplies,15,1.27,19.049999
District 7,May,Office supplies,1,.69,.69
District 7,May,Office supplies,13,.38999999,5.0699997
District 7,May,Food,15,1.1,16.5
District 7,May,Office supplies,17,2.6800001,45.560001
District 7,May,Food,20,1.86,37.200001
District 7,May,Food,17,1.87,31.790001
District 7,May,Office supplies,17,1.85,31.450001
District 7,May,Food,14,1.21,16.940001
District 7,May,Office supplies,12,.34999999,4.1999998
District 7,May,Food,19,.37,7.0300002
District 7,May,Food,2,2.23,4.46
District 7,May,Office supplies,20,1.65,33
District 7,May,Office supplies,7,2.8599999,20.019999
District 7,May,Office supplies,16,2.2,35.200001
District 7,May,Office supplies,15,1.61,24.15
District 7,May,Food,7,2.6400001,18.480001
District 7,May,Office supplies,17,.79000002,13.43
District 7,June,Mentors,2,5,10
District 7,June,Food,6,1.2,7.2000003
District 7,June,Office supplies,20,2.3499999,47
District 7,June,Food,3,1.3,3.8999999
District 7,June,Food,10,.77999997,7.7999997
District 7,June,Food,13,1,13
District 7,June,Food,10,.69,6.9000001
District 7,June,Food,17,.15000001,2.5500002
District 7,June,Office supplies,16,1.6,25.6
District 7,June,Food,14,1.46,20.440001
District 7,June,Office supplies,3,1.28,3.8399999
District 7,June,Office supplies,1,.58999997,.58999997
District 7,June,Office supplies,14,.44,6.1599998
District 7,June,Food,2,1.78,3.5599999
District 7,June,Office supplies,7,1.27,8.8899994
District 7,June,Food,20,1.67,33.399998
District 7,June,Office supplies,15,1.22,18.300001
District 7,June,Office supplies,14,1.1799999,16.519999
District 7,June,Food,19,2.4000001,45.600002
District 7,June,Food,9,2.97,26.73
District 7,June,Food,5,.14,.69999999
District 7,June,Food,15,.73000002,10.950001
District 7,June,Food,20,2.6199999,52.399998
District 7,June,Food,9,2.1500001,19.35
District 7,June,Food,4,2.28,9.1199999
District 7,June,Office supplies,1,2.5999999,2.5999999
District 7,June,Food,17,2.5599999,43.52
District 7,June,Food,10,1.55,15.5
District 7,June,Food,9,1.34,12.06
District 7,July,Mentors,2,5,10
District 7,July,Office supplies,18,1.1799999,21.24
District 7,July,Office supplies,8,.23999999,1.92
District 7,July,Food,2,1.4299999,2.8599999
District 7,July,Office supplies,6,.47999999,2.8799999
District 7,July,Office supplies,17,1.9299999,32.809998
District 7,July,Food,4,2.0699999,8.2799997
District 7,July,Food,15,1.08,16.200001
District 7,July,Office supplies,9,1.12,10.08
District 7,July,Office supplies,2,1.9299999,3.8599999
District 7,July,Office supplies,19,.02,.38
District 7,July,Office supplies,19,2.72,51.68
District 7,July,Office supplies,4,2.6800001,10.72
District 7,July,Office supplies,14,.1,1.4
District 7,July,Office supplies,15,1.34,20.1
District 7,July,Office supplies,13,.43000001,5.5900002
District 7,July,Food,16,1.1900001,19.040001
District 7,July,Food,2,1.6900001,3.3800001
District 7,July,Office supplies,4,.82999998,3.3199999
District 7,July,Office supplies,8,1.9400001,15.52
District 7,July,Office supplies,12,1.71,20.52
District 7,July,Office supplies,4,1.04,4.1599998
District 7,July,Food,12,2.0799999,24.959999
District 7,August,Mentors,2,5,10
District 7,August,Office supplies,18,2.02,36.360001
District 7,August,Food,17,1.67,28.389999
District 7,August,Food,15,2.53,37.950001
District 7,August,Office supplies,18,1.37,24.66
District 7,August,Office supplies,4,.61000001,2.4400001
District 7,August,Office supplies,18,.99000001,17.82
District 7,August,Office supplies,4,.55000001,2.2
District 7,August,Office supplies,2,.43000001,.86000001
District 7,August,Food,10,2.0599999,20.599998
District 7,August,Office supplies,16,2.5599999,40.959999
District 7,August,Office supplies,12,1.98,23.76
District 7,August,Food,4,.58999997,2.3599999
District 7,August,Food,11,1.1900001,13.09
District 7,August,Office supplies,14,2.73,38.220001
District 7,August,Office supplies,18,2.8,50.399998
District 7,August,Food,1,.23999999,.23999999
District 7,August,Food,8,.92000002,7.3600001
District 7,August,Food,12,1.86,22.32
District 7,August,Office supplies,17,1.83,31.110001
District 7,August,Food,8,1.22,9.7600002
District 7,August,Food,12,2.1099999,25.32
District 7,September,Mentors,2,5,10
District 7,September,Food,19,1.61,30.59
District 7,September,Food,16,.74000001,11.84
District 7,September,Office supplies,7,2.76,19.32
District 7,September,Office supplies,9,2.1199999,19.079998
District 7,September,Food,9,1.67,15.03
District 7,September,Food,16,1.22,19.52
District 7,September,Office supplies,6,1.21,7.2600002
District 7,September,Food,3,1,3
District 7,September,Food,1,.20999999,.20999999
District 7,September,Food,11,1.5,16.5
District 7,September,Food,1,.95999998,.95999998
District 7,September,Office supplies,10,1.73,17.299999
District 7,September,Food,18,2.1800001,39.240002
District 7,September,Food,14,3,42
District 7,September,Food,2,2.3099999,4.6199999
District 7,September,Office supplies,12,1.29,15.48
District 7,September,Food,12,1.8,21.599998
District 7,October,Mentors,2,5,10
District 7,October,Food,19,1.6799999,31.919998
District 7,October,Office supplies,20,1.62,32.400002
District 7,October,Office supplies,6,.27000001,1.6200001
District 7,October,Office supplies,20,2.1600001,43.200001
District 7,October,Food,1,1.36,1.36
District 7,October,Food,16,.31,4.96
District 7,October,Food,16,.27000001,4.3200002
District 7,October,Food,15,2.0799999,31.199999
District 7,October,Office supplies,12,.0099999998,.12
District 7,October,Office supplies,1,1.15,1.15
District 7,October,Office supplies,9,.92000002,8.2799997
District 7,October,Office supplies,14,2.6700001,37.380001
District 7,October,Food,13,2.5799999,33.540001
District 7,October,Food,13,2.74,35.619999
District 7,October,Office supplies,17,1.24,21.08
District 7,October,Food,11,1.6,17.6
District 7,October,Office supplies,14,2.9200001,40.880001
District 7,October,Food,7,.1,.69999999
District 7,October,Food,6,1.36,8.1599998
District 7,October,Food,14,.029999999,.41999999
District 7,October,Food,18,1.61,28.98
District 7,October,Food,13,.73000002,9.4899998
District 7,October,Office supplies,1,1.14,1.14
District 7,November,Mentors,2,5,10
District 7,November,Food,3,2.5,7.5
District 7,November,Food,6,.28,1.6800001
District 7,November,Office supplies,11,1.04,11.44
District 7,November,Office supplies,13,2.1900001,28.470001
District 7,November,Food,13,2,26
District 7,November,Food,11,2.1500001,23.650002
District 7,November,Office supplies,7,.44999999,3.1499999
District 7,November,Office supplies,14,.83999997,11.759999
District 7,November,Office supplies,3,.72000003,2.1600001
District 7,November,Food,16,.25999999,4.1599998
District 7,November,Food,11,1.73,19.030001
District 7,November,Office supplies,13,.02,.25999999
District 7,November,Office supplies,1,1.73,1.73
District 7,November,Office supplies,11,1.1900001,13.09
District 7,November,Office supplies,18,1.22,21.960001
District 7,November,Office supplies,10,1.16,11.599999
District 7,November,Food,18,1.9,34.200001
District 7,November,Food,15,.70999998,10.65
District 7,November,Food,18,1.08,19.440001
District 7,December,Mentors,2,5,10
District 7,December,Office supplies,2,1.76,3.52
District 7,December,Office supplies,6,1.85,11.1
District 7,December,Office supplies,9,0,0
District 7,December,Food,8,.86000001,6.8800001
District 7,December,Office supplies,18,2.04,36.720001
District 7,December,Food,2,2.79,5.5799999
District 7,December,Food,1,.46000001,.46000001
District 7,December,Food,13,.27000001,3.5100002
District 7,December,Office supplies,1,1.42,1.42
District 7,December,Food,15,.58999997,8.8499994
District 7,December,Food,13,1.67,21.709999
District 7,December,Office supplies,15,1.72,25.800001
District 7,December,Food,3,2.3199999,6.96
District 7,December,Office supplies,2,1.3200001,2.6400001
District 7,December,Office supplies,7,1.77,12.389999
District 7,December,Office supplies,16,1.54,24.639999
District 7,December,Food,1,1.54,1.54
District 7,December,Food,18,.02,.35999998
District 7,December,Office supplies,15,2.29,34.349998
District 7,December,Food,12,2.01,24.119999
District 7,December,Office supplies,10,1.12,11.2
District 8,January,Mentors,2,5,10
District 8,January,Food,5,2,10
District 8,January,Food,1,2.5999999,2.5999999
District 8,January,Food,11,1.71,18.810001
District 8,January,Office supplies,19,2.6900001,51.110001
District 8,January,Office supplies,6,.51999998,3.1199999
District 8,January,Food,10,1.6900001,16.900002
District 8,January,Food,16,1.16,18.559999
District 8,January,Office supplies,1,.34999999,.34999999
District 8,January,Food,18,1.33,23.940001
District 8,January,Food,8,.76999998,6.1599998
District 8,January,Food,17,2.97,50.490002
District 8,January,Food,16,2.8099999,44.959999
District 8,January,Food,16,2.71,43.360001
District 8,January,Office supplies,4,1.66,6.6399999
District 8,January,Food,11,1.26,13.86
District 8,January,Office supplies,11,.2,2.2
District 8,January,Office supplies,11,1.72,18.92
District 8,January,Office supplies,4,2.6400001,10.56
District 8,January,Food,12,2.29,27.48
District 8,January,Food,7,1.65,11.55
District 8,February,Mentors,2,5,10
District 8,February,Food,10,.87,8.6999998
District 8,February,Office supplies,16,1.8099999,28.959999
District 8,February,Office supplies,19,1.33,25.27
District 8,February,Office supplies,4,1.55,6.1999998
District 8,February,Office supplies,5,.75999999,3.8
District 8,February,Office supplies,19,2.1400001,40.660004
District 8,February,Office supplies,16,1.05,16.799999
District 8,February,Food,16,1.92,30.719999
District 8,February,Food,19,2.54,48.259998
District 8,February,Office supplies,19,2.74,52.060001
District 8,February,Office supplies,20,2.3499999,47
District 8,February,Office supplies,4,2.0799999,8.3199997
District 8,February,Food,11,1.17,12.87
District 8,February,Food,16,2.1900001,35.040001
District 8,February,Office supplies,5,1.39,6.9499998
District 8,February,Food,18,2.8,50.399998
District 8,March,Mentors,2,5,10
District 8,March,Food,16,1.91,30.559999
District 8,March,Food,20,.82999998,16.6
District 8,March,Office supplies,8,1.25,10
District 8,March,Food,20,1.52,30.4
District 8,March,Food,19,1.59,30.210001
District 8,March,Office supplies,19,1.37,26.030001
District 8,March,Office supplies,14,.46000001,6.4400001
District 8,March,Office supplies,3,.14,.42000002
District 8,March,Office supplies,19,.66000003,12.540001
District 8,March,Food,17,1.84,31.280001
District 8,March,Food,9,2.28,20.52
District 8,March,Office supplies,1,.86000001,.86000001
District 8,March,Food,14,2.3,32.200001
District 8,March,Food,6,1.96,11.76
District 8,April,Mentors,2,5,10
District 8,April,Food,5,.30000001,1.5
District 8,April,Office supplies,7,2.8399999,19.879999
District 8,April,Office supplies,2,1.52,3.04
District 8,April,Food,5,2.1199999,10.599999
District 8,April,Food,18,.88999999,16.02
District 8,April,Office supplies,6,1.1,6.6000004
District 8,April,Food,19,2.97,56.43
District 8,April,Office supplies,4,1.26,5.04
District 8,April,Food,12,.56999999,6.8400002
District 8,April,Food,2,.97000003,1.9400001
District 8,April,Food,20,2.6900001,53.800003
District 8,April,Food,8,.23,1.84
District 8,April,Food,19,.039999999,.75999999
District 8,April,Office supplies,8,.090000004,.72000003
District 8,April,Office supplies,7,.87,6.0900002
District 8,April,Food,9,1.34,12.06
District 8,April,Food,11,2.96,32.560001
District 8,April,Food,15,1.1900001,17.85
District 8,April,Food,3,2.8900001,8.6700001
District 8,April,Office supplies,3,.55000001,1.6500001
District 8,April,Office supplies,15,.33000001,4.9500003
District 8,May,Mentors,2,5,10
District 8,May,Office supplies,15,2.76,41.400002
District 8,May,Office supplies,10,2.1700001,21.700001
District 8,May,Food,19,1.86,35.34
District 8,May,Office supplies,18,.87,15.66
District 8,May,Food,4,.76999998,3.0799999
District 8,May,Office supplies,7,1.65,11.55
District 8,May,Food,8,2.71,21.68
District 8,May,Office supplies,15,.44,6.5999999
District 8,May,Office supplies,9,1.26,11.34
District 8,May,Food,20,2.3099999,46.199997
District 8,May,Food,3,2.5799999,7.7399998
District 8,May,Office supplies,8,1.83,14.64
District 8,May,Office supplies,9,.02,.17999999
District 8,May,Office supplies,9,2.97,26.73
District 8,May,Office supplies,7,1.77,12.389999
District 8,May,Food,5,.31,1.55
District 8,May,Food,17,.69,11.73
District 8,June,Mentors,2,5,10
District 8,June,Food,17,1.96,33.32
District 8,June,Food,1,1.37,1.37
District 8,June,Food,8,2.77,22.16
District 8,June,Office supplies,10,2.5599999,25.599998
District 8,June,Food,19,.44999999,8.5500002
District 8,June,Office supplies,3,2.01,6.0299997
District 8,June,Food,8,1.9,15.2
District 8,June,Office supplies,18,.75,13.5
District 8,June,Food,12,.89999998,10.799999
District 8,June,Food,12,1.89,22.68
District 8,June,Office supplies,2,1.8,3.5999999
District 8,June,Office supplies,9,2.0899999,18.809999
District 8,June,Office supplies,7,2.0599999,14.42
District 8,June,Food,3,.72000003,2.1600001
